Transaction,department,EXPENSEACCOUNT,ITEM,QUANTITY,QUANTITYSHIPRECV,QUANTITYBILLED,RATE,rateamount,netamount,expectedshipdate,expectedreceiptdate,MEMO,mainline,UNIQUEKEY,kitmemberof
1150396,33,300,23,71,71,71,97,97,6887,,,,,250187,
1150401,21,305,29,17,17,17,18,18,306,,,,,250188,
1150403,19,617,26,40,40,40,58,58,2320,,,,,250189,
1150405,12,855,20,43,43,43,28,28,1204,,,,,250190,
1150410,26,543,23,95,95,95,97,97,9215,,,,,250191,
1150413,19,543,23,25,25,25,97,97,2425,,,,,250192,
1150418,14,108,31,37,37,0,72,72,2664,,,,,250193,
1150422,32,543,16,49,49,49,40,40,1960,,,,,250194,
1150423,12,607,28,28,28,28,12,12,336,,,,,250195,
1150426,13,305,20,1,1,1,28,28,28,,,,,250196,
1150429,15,108,17,15,15,15,10,10,150,,,,,250197,
1150430,11,889,15,87,87,87,56,56,4872,,,,,250198,
1150432,20,617,18,84,84,84,100,100,8400,,,,,250199,
1150436,13,568,30,10,10,10,21,21,210,,,,,250200,
1150437,34,607,19,12,12,12,44,44,528,,,,,250201,
1150441,28,568,25,56,56,56,78,78,4368,,,,,250202,
1150443,31,855,17,94,94,94,10,10,940,,,,,250203,
1150446,15,889,25,73,73,73,78,78,5694,,,,,250204,
1150448,31,300,29,94,94,94,18,18,1692,,,,,250205,
1150451,34,889,30,57,57,57,21,21,1197,,,,,250206,
1150455,12,300,24,73,73,73,71,71,5183,,,,,250207,
1150457,35,305,29,13,13,13,18,18,234,,,,,250208,
1150458,12,305,30,25,25,25,21,21,525,,,,,250209,
1150459,16,889,31,57,57,57,72,72,4104,,,,,250210,
1150462,33,305,22,13,13,13,8,8,104,,,,,250211,
1150463,32,617,30,66,66,66,21,21,1386,,,,,250212,
1150467,18,305,24,87,87,87,71,71,6177,,,,,250213,
1150470,23,108,18,33,33,33,100,100,3300,,,,,250214,
1150471,27,300,31,40,40,40,72,72,2880,,,,,250215,
1150474,28,889,20,48,48,48,28,28,1344,,,,,250216,
1150478,27,108,25,5,5,5,78,78,390,,,,,250217,
1150481,37,305,27,17,17,17,3,3,51,,,,,250218,
1150485,35,108,14,84,84,0,57,57,4788,,,,,250219,
1150486,16,300,19,97,97,97,44,44,4268,,,,,250220,
1150487,21,889,25,67,67,67,78,78,5226,,,,,250221,
1150491,19,889,25,89,89,89,78,78,6942,,,,,250222,
1150492,21,300,20,51,51,51,28,28,1428,,,,,250223,
1150496,30,889,28,68,68,68,12,12,816,,,,,250224,
1150499,18,543,31,62,62,62,72,72,4464,,,,,250225,
1150504,13,108,27,10,10,10,3,3,30,,,,,250226,
1150508,20,889,25,37,37,37,78,78,2886,,,,,250227,
1150510,29,300,19,62,62,62,44,44,2728,,,,,250228,
1150515,18,617,21,85,85,85,20,20,1700,,,,,250229,
1150519,37,855,19,48,48,48,44,44,2112,,,,,250230,
1150522,35,305,31,52,0,0,72,72,3744,,,,,250231,
1150523,35,688,22,83,83,83,8,8,664,,,,,250232,
1150527,12,617,23,38,38,38,97,97,3686,,,,,250233,
1150528,37,688,31,65,65,65,72,72,4680,,,,,250234,
1150532,24,568,18,98,98,98,100,100,9800,,,,,250235,
1150536,30,300,16,48,48,48,40,40,1920,,,,,250236,
1150541,14,607,19,61,61,61,44,44,2684,,,,,250237,
1150546,11,617,25,23,0,0,78,78,1794,,,,,250238,
1150551,13,855,15,42,42,42,56,56,2352,,,,,250239,
1150556,27,108,15,93,93,93,56,56,5208,,,,,250240,
1150557,37,889,30,82,82,82,21,21,1722,,,,,250241,
1150560,25,300,26,94,94,94,58,58,5452,,,,,250242,
1150564,11,300,29,17,17,17,18,18,306,,,,,250243,
1150568,36,855,17,29,29,29,10,10,290,,,,,250244,
1150572,18,688,24,55,55,55,71,71,3905,,,,,250245,
1150573,36,855,19,5,5,5,44,44,220,,,,,250246,
1150575,25,617,24,19,19,19,71,71,1349,,,,,250247,
1150579,16,108,20,59,59,59,28,28,1652,,,,,250248,
1150580,16,305,20,21,21,21,28,28,588,,,,,250249,
1150583,24,305,30,11,11,11,21,21,231,,,,,250250,
1150584,35,568,14,53,53,53,57,57,3021,,,,,250251,
1150587,22,568,22,24,24,24,8,8,192,,,,,250252,
1150590,21,543,18,8,8,8,100,100,800,,,,,250253,
1150594,16,108,21,34,34,34,20,20,680,,,,,250254,
1150595,21,568,18,58,58,0,100,100,5800,,,,,250255,
1150597,25,543,23,50,50,0,97,97,4850,,,,,250256,
1150601,19,300,15,90,90,90,56,56,5040,,,,,250257,
1150605,15,617,25,16,16,16,78,78,1248,,,,,250258,
1150609,12,300,15,24,24,24,56,56,1344,,,,,250259,
1150610,21,543,27,5,5,5,3,3,15,,,,,250260,
1150613,25,108,28,7,0,0,12,12,84,,,,,250261,
1150616,11,855,29,45,45,45,18,18,810,,,,,250262,
1150618,35,855,15,80,80,80,56,56,4480,,,,,250263,
1150620,13,300,18,46,46,46,100,100,4600,,,,,250264,
1150621,20,617,17,96,96,96,10,10,960,,,,,250265,
1150622,18,889,15,100,100,100,56,56,5600,,,,,250266,
1150625,26,617,25,15,15,15,78,78,1170,,,,,250267,
1150627,36,688,31,34,34,34,72,72,2448,,,,,250268,
1150628,12,305,14,25,25,25,57,57,1425,,,,,250269,
1150632,36,108,22,85,0,0,8,8,680,,,,,250270,
1150634,33,855,25,9,9,9,78,78,702,,,,,250271,
1150636,28,855,22,29,29,29,8,8,232,,,,,250272,
1150637,37,855,23,34,34,34,97,97,3298,,,,,250273,
1150640,13,305,27,76,76,76,3,3,228,,,,,250274,
1150641,26,543,25,53,53,53,78,78,4134,,,,,250275,
1150643,33,617,15,33,33,33,56,56,1848,,,,,250276,
1150647,22,300,29,33,33,33,18,18,594,,,,,250277,
1150648,34,108,30,42,42,42,21,21,882,,,,,250278,
1150651,23,688,24,3,3,3,71,71,213,,,,,250279,
1150656,21,568,23,53,53,53,97,97,5141,,,,,250280,
1150658,29,617,28,35,35,35,12,12,420,,,,,250281,
1150661,37,300,20,6,6,6,28,28,168,,,,,250282,
1150663,35,108,16,33,33,33,40,40,1320,,,,,250283,
1150666,28,305,26,2,2,2,58,58,116,,,,,250284,
1150669,17,305,30,46,46,46,21,21,966,,,,,250285,
1150670,27,688,30,39,39,39,21,21,819,,,,,250286,
1150675,27,889,18,82,82,82,100,100,8200,,,,,250287,
1150680,19,305,19,23,23,23,44,44,1012,,,,,250288,
1150682,27,855,28,55,55,55,12,12,660,,,,,250289,
1150684,21,300,29,70,70,70,18,18,1260,,,,,250290,
1150689,19,543,23,35,35,35,97,97,3395,,,,,250291,
1150692,21,568,17,9,9,9,10,10,90,,,,,250292,
1150697,29,108,18,23,23,23,100,100,2300,,,,,250293,
1150702,16,607,24,73,73,73,71,71,5183,,,,,250294,
1150707,24,617,23,35,35,35,97,97,3395,,,,,250295,
1150712,16,305,17,92,92,92,10,10,920,,,,,250296,
1150717,20,617,17,66,66,66,10,10,660,,,,,250297,
1150719,29,607,22,25,25,25,8,8,200,,,,,250298,
1150721,33,305,31,20,20,20,72,72,1440,,,,,250299,
1150723,16,607,15,90,90,90,56,56,5040,,,,,250300,
1150726,29,617,17,30,30,30,10,10,300,,,,,250301,
1150730,14,568,21,72,72,72,20,20,1440,,,,,250302,
1150731,18,300,25,16,16,16,78,78,1248,,,,,250303,
1150732,25,889,26,52,52,52,58,58,3016,,,,,250304,
1150733,19,543,30,59,59,59,21,21,1239,,,,,250305,
1150734,11,543,19,34,34,34,44,44,1496,,,,,250306,
1150739,13,543,30,29,29,29,21,21,609,,,,,250307,
1150740,12,568,22,90,90,90,8,8,720,,,,,250308,
1150745,13,617,16,95,95,95,40,40,3800,,,,,250309,
1150747,21,617,21,70,70,70,20,20,1400,,,,,250310,
1150750,27,305,28,45,45,45,12,12,540,,,,,250311,
1150753,12,688,14,15,15,15,57,57,855,,,,,250312,
1150755,11,108,30,86,86,86,21,21,1806,,,,,250313,
1150759,36,607,29,74,74,74,18,18,1332,,,,,250314,
1150761,12,855,30,38,38,38,21,21,798,,,,,250315,
1150764,26,607,30,8,8,8,21,21,168,,,,,250316,
1150765,18,108,16,35,35,35,40,40,1400,,,,,250317,
1150769,14,889,24,7,7,7,71,71,497,,,,,250318,
1150770,11,543,22,36,0,0,8,8,288,,,,,250319,
1150771,18,855,31,64,64,64,72,72,4608,,,,,250320,
1150774,24,568,14,97,97,97,57,57,5529,,,,,250321,
1150777,27,543,30,42,0,0,21,21,882,,,,,250322,
1150778,32,617,19,100,100,100,44,44,4400,,,,,250323,
1150782,19,855,30,56,56,56,21,21,1176,,,,,250324,
1150783,30,300,20,20,20,20,28,28,560,,,,,250325,
1150788,31,108,23,76,76,76,97,97,7372,,,,,250326,
1150793,24,305,28,0,0,0,12,12,0,,,,,250327,
1150797,30,543,23,94,94,94,97,97,9118,,,,,250328,
1150800,30,855,14,99,99,99,57,57,5643,,,,,250329,
1150803,15,568,23,30,30,30,97,97,2910,,,,,250330,
1150805,35,305,22,44,44,44,8,8,352,,,,,250331,
1150808,28,607,26,90,90,90,58,58,5220,,,,,250332,
1150811,25,607,29,0,0,0,18,18,0,,,,,250333,
1150812,27,568,20,57,0,0,28,28,1596,,,,,250334,
1150813,31,305,20,71,71,71,28,28,1988,,,,,250335,
1150815,17,855,28,82,82,82,12,12,984,,,,,250336,
1150820,26,607,31,100,100,100,72,72,7200,,,,,250337,
1150821,24,688,30,28,28,28,21,21,588,,,,,250338,
1150822,28,108,28,29,29,29,12,12,348,,,,,250339,
1150824,18,607,22,99,99,99,8,8,792,,,,,250340,
1150827,36,607,15,15,15,15,56,56,840,,,,,250341,
1150829,34,889,24,50,50,50,71,71,3550,,,,,250342,
1150832,14,305,15,57,57,57,56,56,3192,,,,,250343,
1150835,16,108,20,15,15,15,28,28,420,,,,,250344,
1150839,24,108,20,37,37,37,28,28,1036,,,,,250345,
1150841,30,108,26,75,75,75,58,58,4350,,,,,250346,
1150846,29,688,29,59,59,59,18,18,1062,,,,,250347,
1150851,18,543,22,8,0,0,8,8,64,,,,,250348,
1150854,36,568,21,14,14,14,20,20,280,,,,,250349,
1150856,18,305,17,70,70,70,10,10,700,,,,,250350,
1150860,37,300,18,53,53,53,100,100,5300,,,,,250351,
1150862,23,108,19,40,40,40,44,44,1760,,,,,250352,
1150863,27,607,18,46,46,46,100,100,4600,,,,,250353,
1150865,36,108,28,22,22,0,12,12,264,,,,,250354,
1150867,16,543,17,75,75,75,10,10,750,,,,,250355,
1150872,19,300,17,39,39,39,10,10,390,,,,,250356,
1150873,23,607,21,16,16,16,20,20,320,,,,,250357,
1150875,32,568,24,67,0,0,71,71,4757,,,,,250358,
1150878,31,607,26,81,81,0,58,58,4698,,,,,250359,
1150883,14,617,24,64,64,64,71,71,4544,,,,,250360,
1150885,15,688,28,3,3,0,12,12,36,,,,,250361,
1150888,36,543,18,82,82,82,100,100,8200,,,,,250362,
1150891,21,300,26,99,99,99,58,58,5742,,,,,250363,
1150894,17,305,18,96,96,96,100,100,9600,,,,,250364,
1150899,14,617,25,30,30,30,78,78,2340,,,,,250365,
1150901,33,688,23,10,10,10,97,97,970,,,,,250366,
1150906,16,568,15,60,60,60,56,56,3360,,,,,250367,
1150908,12,543,19,54,54,54,44,44,2376,,,,,250368,
1150913,20,568,21,47,0,0,20,20,940,,,,,250369,
1150914,23,108,26,94,94,94,58,58,5452,,,,,250370,
1150917,14,688,23,70,70,70,97,97,6790,,,,,250371,
1150919,36,889,28,89,0,0,12,12,1068,,,,,250372,
1150924,34,305,16,99,99,99,40,40,3960,,,,,250373,
1150927,37,543,15,23,23,23,56,56,1288,,,,,250374,
1150929,24,300,23,20,20,20,97,97,1940,,,,,250375,
1150934,25,568,18,99,99,99,100,100,9900,,,,,250376,
1150937,37,543,31,22,22,22,72,72,1584,,,,,250377,
1150940,16,688,21,39,39,39,20,20,780,,,,,250378,
1150945,23,617,24,74,74,74,71,71,5254,,,,,250379,
1150946,34,568,26,44,44,44,58,58,2552,,,,,250380,
1150950,37,617,15,0,0,0,56,56,0,,,,,250381,
1150955,17,305,24,28,0,0,71,71,1988,,,,,250382,
1150959,27,108,26,51,51,51,58,58,2958,,,,,250383,
1150964,33,108,30,62,62,62,21,21,1302,,,,,250384,
1150966,16,889,17,86,86,86,10,10,860,,,,,250385,
1150970,37,607,14,2,2,2,57,57,114,,,,,250386,
1150975,33,543,25,6,6,6,78,78,468,,,,,250387,
1150979,15,543,16,61,61,61,40,40,2440,,,,,250388,
1150982,36,305,26,67,67,67,58,58,3886,,,,,250389,
1150986,35,543,16,18,0,0,40,40,720,,,,,250390,
1150988,20,543,28,65,65,65,12,12,780,,,,,250391,
1150989,28,543,18,61,61,61,100,100,6100,,,,,250392,
1150992,18,305,21,10,10,10,20,20,200,,,,,250393,
1150996,24,305,16,95,95,95,40,40,3800,,,,,250394,
1150999,30,108,29,52,52,52,18,18,936,,,,,250395,
1151000,11,305,23,49,49,49,97,97,4753,,,,,250396,
1151005,28,543,29,0,0,0,18,18,0,,,,,250397,
1151007,13,305,17,76,76,76,10,10,760,,,,,250398,
1151012,18,617,23,24,24,24,97,97,2328,,,,,250399,
1151016,13,300,30,2,2,2,21,21,42,,,,,250400,
1151020,19,108,28,33,33,33,12,12,396,,,,,250401,
1151022,28,300,23,41,41,41,97,97,3977,,,,,250402,
1151027,31,688,28,0,0,0,12,12,0,,,,,250403,
1151031,13,300,21,23,23,23,20,20,460,,,,,250404,
1151036,15,889,24,56,56,56,71,71,3976,,,,,250405,
1151037,32,855,30,6,6,6,21,21,126,,,,,250406,
1151041,18,607,23,30,30,30,97,97,2910,,,,,250407,
1151046,23,688,28,97,97,97,12,12,1164,,,,,250408,
1151049,21,305,22,52,52,52,8,8,416,,,,,250409,
1151054,26,568,18,41,41,41,100,100,4100,,,,,250410,
1151056,27,607,23,72,72,72,97,97,6984,,,,,250411,
1151061,16,543,20,34,34,34,28,28,952,,,,,250412,
1151062,11,617,20,55,55,55,28,28,1540,,,,,250413,
1151065,35,305,21,11,11,11,20,20,220,,,,,250414,
1151066,27,617,31,70,70,70,72,72,5040,,,,,250415,
1151071,19,688,22,34,34,0,8,8,272,,,,,250416,
1151075,28,543,26,31,31,31,58,58,1798,,,,,250417,
1151078,24,300,22,11,11,11,8,8,88,,,,,250418,
1151081,25,300,31,59,59,59,72,72,4248,,,,,250419,
1151082,23,607,27,56,56,56,3,3,168,,,,,250420,
1151087,31,855,24,83,83,83,71,71,5893,,,,,250421,
1151088,23,300,15,87,87,87,56,56,4872,,,,,250422,
1151092,26,688,30,45,45,45,21,21,945,,,,,250423,
1151095,13,543,24,50,50,50,71,71,3550,,,,,250424,
1151099,25,543,31,69,69,69,72,72,4968,,,,,250425,
1151101,33,305,16,22,0,0,40,40,880,,,,,250426,
1151103,30,607,25,2,2,2,78,78,156,,,,,250427,
1151108,35,300,18,3,3,3,100,100,300,,,,,250428,
1151110,16,543,20,90,90,90,28,28,2520,,,,,250429,
1151114,32,688,30,77,77,77,21,21,1617,,,,,250430,
1151115,30,889,31,37,37,0,72,72,2664,,,,,250431,
1151116,35,889,24,66,66,66,71,71,4686,,,,,250432,
1151120,23,617,28,31,31,31,12,12,372,,,,,250433,
1151123,20,543,31,97,97,97,72,72,6984,,,,,250434,
1151127,20,568,26,51,51,51,58,58,2958,,,,,250435,
1151129,35,543,19,30,30,30,44,44,1320,,,,,250436,
1151134,13,305,28,55,55,55,12,12,660,,,,,250437,
1151135,30,108,26,66,66,66,58,58,3828,,,,,250438,
1151138,15,305,21,27,27,27,20,20,540,,,,,250439,
1151142,12,607,29,56,0,0,18,18,1008,,,,,250440,
1151143,21,543,31,9,9,9,72,72,648,,,,,250441,
1151146,35,889,20,24,24,24,28,28,672,,,,,250442,
1151149,23,300,15,45,45,45,56,56,2520,,,,,250443,
1151153,31,855,17,63,63,63,10,10,630,,,,,250444,
1151157,15,607,24,3,3,3,71,71,213,,,,,250445,
1151160,35,855,28,68,68,68,12,12,816,,,,,250446,
1151161,36,617,22,79,79,79,8,8,632,,,,,250447,
1151165,14,108,29,65,65,65,18,18,1170,,,,,250448,
1151168,18,543,30,10,10,10,21,21,210,,,,,250449,
1151169,25,607,18,56,56,56,100,100,5600,,,,,250450,
1151174,14,617,29,2,2,2,18,18,36,,,,,250451,
1151178,16,568,21,15,0,0,20,20,300,,,,,250452,
1151180,21,855,19,68,68,68,44,44,2992,,,,,250453,
1151182,19,108,30,47,47,47,21,21,987,,,,,250454,
1151187,26,543,19,47,47,47,44,44,2068,,,,,250455,
1151192,32,543,29,27,27,27,18,18,486,,,,,250456,
1151194,24,607,18,41,0,0,100,100,4100,,,,,250457,
1151198,29,543,15,11,11,11,56,56,616,,,,,250458,
1151200,30,300,26,72,72,72,58,58,4176,,,,,250459,
1151203,29,108,21,90,90,90,20,20,1800,,,,,250460,
1151204,31,855,19,6,6,6,44,44,264,,,,,250461,
1151205,32,300,16,25,25,25,40,40,1000,,,,,250462,
1151207,24,855,18,78,78,78,100,100,7800,,,,,250463,
1151208,12,108,31,8,8,8,72,72,576,,,,,250464,
1151211,26,617,20,96,96,96,28,28,2688,,,,,250465,
1151214,25,617,21,14,14,14,20,20,280,,,,,250466,
1151217,37,617,21,54,54,54,20,20,1080,,,,,250467,
1151222,16,568,21,73,73,73,20,20,1460,,,,,250468,
1151224,33,855,20,88,88,88,28,28,2464,,,,,250469,
1151227,24,855,25,30,30,30,78,78,2340,,,,,250470,
1151232,33,617,31,56,56,56,72,72,4032,,,,,250471,
1151233,14,543,21,21,0,0,20,20,420,,,,,250472,
1151235,28,305,25,68,68,68,78,78,5304,,,,,250473,
1151239,35,300,29,65,65,65,18,18,1170,,,,,250474,
1151240,18,855,24,12,12,12,71,71,852,,,,,250475,
1151245,27,305,26,55,55,55,58,58,3190,,,,,250476,
1151248,15,305,16,3,3,3,40,40,120,,,,,250477,
1151253,11,855,23,55,0,0,97,97,5335,,,,,250478,
1151257,24,688,16,60,0,0,40,40,2400,,,,,250479,
1151260,36,688,20,6,6,6,28,28,168,,,,,250480,
1151265,14,607,24,87,87,87,71,71,6177,,,,,250481,
1151267,31,568,26,84,84,84,58,58,4872,,,,,250482,
1151268,11,617,27,30,30,30,3,3,90,,,,,250483,
1151272,18,855,20,60,60,60,28,28,1680,,,,,250484,
1151274,13,607,31,4,4,4,72,72,288,,,,,250485,
1151275,21,855,22,4,4,4,8,8,32,,,,,250486,
1151276,37,305,14,69,69,69,57,57,3933,,,,,250487,
1151279,23,305,29,72,72,72,18,18,1296,,,,,250488,
1151284,23,855,29,23,23,23,18,18,414,,,,,250489,
1151287,17,305,23,66,66,66,97,97,6402,,,,,250490,
1151290,35,108,30,83,0,0,21,21,1743,,,,,250491,
1151295,32,855,21,21,21,0,20,20,420,,,,,250492,
1151298,32,889,17,70,70,70,10,10,700,,,,,250493,
1151302,16,568,29,52,52,52,18,18,936,,,,,250494,
1151303,25,108,19,87,87,87,44,44,3828,,,,,250495,
1151308,35,855,26,15,15,15,58,58,870,,,,,250496,
1151312,20,108,17,8,8,8,10,10,80,,,,,250497,
1151314,17,688,18,89,89,89,100,100,8900,,,,,250498,
1151315,11,305,27,5,5,5,3,3,15,,,,,250499,
1151317,14,568,31,61,61,61,72,72,4392,,,,,250500,
1151321,12,543,16,95,95,95,40,40,3800,,,,,250501,
1151325,33,300,23,79,79,79,97,97,7663,,,,,250502,
1151330,14,543,22,44,44,44,8,8,352,,,,,250503,
1151331,29,300,17,8,8,8,10,10,80,,,,,250504,
1151333,34,300,23,70,70,70,97,97,6790,,,,,250505,
1151334,37,688,29,22,22,22,18,18,396,,,,,250506,
1151338,37,617,24,65,65,65,71,71,4615,,,,,250507,
1151339,26,607,16,82,82,82,40,40,3280,,,,,250508,
1151340,37,889,30,76,76,76,21,21,1596,,,,,250509,
1151344,13,688,19,73,73,73,44,44,3212,,,,,250510,
1151345,17,300,21,31,31,31,20,20,620,,,,,250511,
1151349,20,855,16,81,81,81,40,40,3240,,,,,250512,
1151350,23,543,29,27,27,27,18,18,486,,,,,250513,
1151351,37,855,19,36,36,36,44,44,1584,,,,,250514,
1151352,28,688,17,74,74,74,10,10,740,,,,,250515,
1151356,36,300,18,61,61,61,100,100,6100,,,,,250516,
1151361,30,889,18,70,70,70,100,100,7000,,,,,250517,
1151364,18,889,24,84,84,84,71,71,5964,,,,,250518,
1151369,25,568,25,34,34,0,78,78,2652,,,,,250519,
1151372,24,617,23,97,97,97,97,97,9409,,,,,250520,
1151374,31,617,21,80,80,80,20,20,1600,,,,,250521,
1151376,17,855,30,23,23,23,21,21,483,,,,,250522,
1151378,31,568,22,68,68,68,8,8,544,,,,,250523,
1151379,12,543,18,52,0,0,100,100,5200,,,,,250524,
1151382,33,108,19,2,2,0,44,44,88,,,,,250525,
1151384,28,607,14,15,15,0,57,57,855,,,,,250526,
1151386,32,305,29,57,57,57,18,18,1026,,,,,250527,
1151387,18,617,19,14,14,14,44,44,616,,,,,250528,
1151392,31,108,27,53,53,53,3,3,159,,,,,250529,
1151393,29,617,19,73,73,73,44,44,3212,,,,,250530,
1151395,16,889,26,92,92,92,58,58,5336,,,,,250531,
1151400,23,543,20,2,2,2,28,28,56,,,,,250532,
1151403,30,568,28,18,18,18,12,12,216,,,,,250533,
1151407,36,617,19,34,34,34,44,44,1496,,,,,250534,
1151411,24,607,25,37,37,37,78,78,2886,,,,,250535,
1151413,12,300,24,15,15,15,71,71,1065,,,,,250536,
1151414,36,300,24,31,31,31,71,71,2201,,,,,250537,
1151418,34,889,17,11,11,11,10,10,110,,,,,250538,
1151420,37,108,31,48,48,48,72,72,3456,,,,,250539,
1151425,25,617,14,44,44,44,57,57,2508,,,,,250540,
1151426,25,855,29,99,99,99,18,18,1782,,,,,250541,
1151430,33,855,18,42,42,42,100,100,4200,,,,,250542,
1151433,14,108,29,88,88,88,18,18,1584,,,,,250543,
1151438,15,108,23,97,97,97,97,97,9409,,,,,250544,
1151443,31,607,24,21,21,21,71,71,1491,,,,,250545,
1151446,28,305,15,78,78,78,56,56,4368,,,,,250546,
1151447,32,300,29,96,96,96,18,18,1728,,,,,250547,
1151451,21,855,20,17,17,17,28,28,476,,,,,250548,
1151453,11,300,22,36,36,36,8,8,288,,,,,250549,
1151457,17,300,30,40,40,40,21,21,840,,,,,250550,
1151462,23,688,22,87,87,87,8,8,696,,,,,250551,
1151464,19,300,25,65,65,65,78,78,5070,,,,,250552,
1151469,15,617,29,44,44,44,18,18,792,,,,,250553,
1151473,35,889,19,10,10,10,44,44,440,,,,,250554,
1151474,18,543,25,37,37,37,78,78,2886,,,,,250555,
1151478,35,108,19,97,97,97,44,44,4268,,,,,250556,
1151480,34,305,27,16,16,16,3,3,48,,,,,250557,
1151485,19,607,21,57,57,57,20,20,1140,,,,,250558,
1151490,33,617,25,13,13,13,78,78,1014,,,,,250559,
1151495,37,108,23,31,31,31,97,97,3007,,,,,250560,
1151498,30,855,16,96,96,96,40,40,3840,,,,,250561,
1151503,28,568,23,85,85,85,97,97,8245,,,,,250562,
1151504,13,889,20,17,17,17,28,28,476,,,,,250563,
1151509,28,688,23,75,75,0,97,97,7275,,,,,250564,
1151513,36,889,14,76,76,76,57,57,4332,,,,,250565,
1151514,27,108,20,65,65,65,28,28,1820,,,,,250566,
1151517,21,568,19,88,88,88,44,44,3872,,,,,250567,
1151520,33,889,28,19,19,19,12,12,228,,,,,250568,
1151524,16,688,29,0,0,0,18,18,0,,,,,250569,
1151527,19,607,29,1,1,1,18,18,18,,,,,250570,
1151530,23,855,16,35,35,35,40,40,1400,,,,,250571,
1151534,27,855,19,28,28,0,44,44,1232,,,,,250572,
1151538,11,300,20,83,83,83,28,28,2324,,,,,250573,
1151540,22,300,18,36,36,36,100,100,3600,,,,,250574,
1151543,15,607,16,50,50,50,40,40,2000,,,,,250575,
1151547,19,568,22,82,82,82,8,8,656,,,,,250576,
1151548,30,855,24,57,0,0,71,71,4047,,,,,250577,
1151553,24,855,15,39,39,39,56,56,2184,,,,,250578,
1151558,18,568,23,48,48,48,97,97,4656,,,,,250579,
1151560,14,889,25,59,59,59,78,78,4602,,,,,250580,
1151562,26,300,15,25,25,25,56,56,1400,,,,,250581,
1151567,32,855,29,86,86,86,18,18,1548,,,,,250582,
1151568,28,889,21,2,2,2,20,20,40,,,,,250583,
1151569,21,855,25,84,84,84,78,78,6552,,,,,250584,
1151572,29,855,18,12,12,12,100,100,1200,,,,,250585,
1151576,30,300,23,12,12,12,97,97,1164,,,,,250586,
1151578,31,568,27,55,55,55,3,3,165,,,,,250587,
1151583,37,607,24,10,10,10,71,71,710,,,,,250588,
1151588,27,300,23,44,44,44,97,97,4268,,,,,250589,
1151593,23,300,14,70,70,70,57,57,3990,,,,,250590,
1151598,30,855,17,49,49,49,10,10,490,,,,,250591,
1151600,21,688,26,42,42,42,58,58,2436,,,,,250592,
1151601,33,300,22,17,17,17,8,8,136,,,,,250593,
1151605,12,305,19,46,46,46,44,44,2024,,,,,250594,
1151608,25,305,16,80,80,80,40,40,3200,,,,,250595,
1151609,22,568,27,60,60,60,3,3,180,,,,,250596,
1151614,31,108,14,97,97,97,57,57,5529,,,,,250597,
1151618,29,889,22,76,76,76,8,8,608,,,,,250598,
1151620,11,855,25,32,32,32,78,78,2496,,,,,250599,
1151623,34,305,29,45,45,45,18,18,810,,,,,250600,
1151624,31,108,23,3,3,3,97,97,291,,,,,250601,
1151626,19,305,27,84,84,84,3,3,252,,,,,250602,
1151631,28,543,15,26,26,26,56,56,1456,,,,,250603,
1151633,27,855,29,86,86,86,18,18,1548,,,,,250604,
1151635,29,108,16,83,83,83,40,40,3320,,,,,250605,
1151640,32,108,27,8,8,8,3,3,24,,,,,250606,
1151644,26,305,15,29,29,29,56,56,1624,,,,,250607,
1151648,28,543,23,79,79,79,97,97,7663,,,,,250608,
1151649,14,889,23,10,10,10,97,97,970,,,,,250609,
1151652,20,607,23,42,42,42,97,97,4074,,,,,250610,
1151656,24,607,19,50,50,50,44,44,2200,,,,,250611,
1151660,35,855,18,64,64,64,100,100,6400,,,,,250612,
1151661,29,607,25,6,6,6,78,78,468,,,,,250613,
1151662,11,889,26,12,12,12,58,58,696,,,,,250614,
1151666,17,300,22,16,16,16,8,8,128,,,,,250615,
1151671,31,543,18,47,47,47,100,100,4700,,,,,250616,
1151673,15,300,27,48,48,48,3,3,144,,,,,250617,
1151677,23,568,29,59,59,59,18,18,1062,,,,,250618,
1151678,34,543,30,5,5,5,21,21,105,,,,,250619,
1151683,29,568,29,88,88,88,18,18,1584,,,,,250620,
1151686,16,568,14,34,34,34,57,57,1938,,,,,250621,
1151691,26,543,27,54,54,54,3,3,162,,,,,250622,
1151695,23,617,18,44,44,44,100,100,4400,,,,,250623,
1151696,30,607,30,86,86,86,21,21,1806,,,,,250624,
1151697,18,305,17,14,14,14,10,10,140,,,,,250625,
1151700,23,305,21,36,36,36,20,20,720,,,,,250626,
1151702,14,543,18,27,27,27,100,100,2700,,,,,250627,
1151706,17,889,14,68,0,0,57,57,3876,,,,,250628,
1151707,37,617,18,38,38,38,100,100,3800,,,,,250629,
1151711,27,617,16,13,13,13,40,40,520,,,,,250630,
1151715,25,607,16,35,35,35,40,40,1400,,,,,250631,
1151716,24,568,19,97,97,97,44,44,4268,,,,,250632,
1151721,22,108,20,52,52,52,28,28,1456,,,,,250633,
1151725,30,688,25,42,42,42,78,78,3276,,,,,250634,
1151730,35,543,24,66,66,66,71,71,4686,,,,,250635,
1151735,19,688,28,50,50,50,12,12,600,,,,,250636,
1151738,37,688,25,97,97,97,78,78,7566,,,,,250637,
1151742,22,607,29,7,7,7,18,18,126,,,,,250638,
1151743,28,300,24,93,93,93,71,71,6603,,,,,250639,
