Transaction,Transaction_Type,Status,department,EXPENSEACCOUNT,ITEM,QUANTITY,QUANTITYSHIPRECV,QUANTITYBILLED,RATE,rateamount ,netamount ,expectedshipdate ,expectedreceiptdate ,MEMO ,mainline,UNIQUEKEY ,kitmemberof,delete_random_number,,,
1251757,PurchOrd,,32,569,374,27,27,27,91,91,2457,2021-11-06,2021-11-11,,,242736,,87,,,
1251876,PurchOrd,,29,569,163,6,6,6,55,55,330,2022-03-03,2022-03-08,,,242737,,52,,,
1251910,PurchOrd,,17,588,409,11,11,11,58,58,638,2021-06-19,2021-06-24,,,242738,,66,,,
1251999,PurchOrd,,31,128,759,72,72,72,73,73,5256,2021-10-09,2021-10-14,,,242739,,2,,,
1252099,PurchOrd,,17,407,335,34,34,34,55,55,1870,2022-06-08,2022-06-13,,,242740,,16,,,
1252105,PurchOrd,,35,587,256,94,94,94,11,11,1034,2022-01-30,2022-02-04,,,242741,,46,,,
1252130,PurchOrd,,26,128,18,46,46,46,96,96,4416,2020-10-11,2020-10-16,,,242742,,6,,,
1252152,PurchOrd,,30,685,656,92,92,92,47,47,4324,2021-10-11,2021-10-16,,,242743,,73,,,
1252327,PurchOrd,,19,449,571,33,33,33,99,99,3267,2022-02-25,2022-03-02,,,242744,,65,,,
1252331,PurchOrd,,13,128,689,86,86,86,2,2,172,2021-07-05,2021-07-10,,,242745,,16,,,
1252339,PurchOrd,,36,588,644,10,10,10,84,84,840,2021-09-02,2021-09-07,,,242746,,89,,,
1252353,PurchOrd,,22,407,573,12,12,12,86,86,1032,2021-02-23,2021-02-28,,,242747,,6,,,
1252387,PurchOrd,,34,569,397,19,19,19,10,10,190,2021-05-27,2021-06-01,,,242748,,89,,,
1252462,PurchOrd,,19,875,567,81,81,81,24,24,1944,2020-10-12,2020-10-17,,,242749,,6,,,
1252528,PurchOrd,,17,587,620,92,92,0,8,8,736,2022-10-10,2022-10-15,,,242750,,91,,,
1252557,PurchOrd,,13,587,404,60,60,60,29,29,1740,2020-05-16,2020-05-21,,,242751,,19,,,
1252633,PurchOrd,,11,588,546,80,80,80,92,92,7360,2021-07-23,2021-07-28,,,242752,,27,,,
1252639,PurchOrd,,18,587,174,67,67,67,39,39,2613,2021-07-03,2021-07-08,,,242753,,45,,,
1252721,PurchOrd,,37,685,565,79,79,79,88,88,6952,2022-04-28,2022-05-03,,,242754,,53,,,
1252725,PurchOrd,,33,407,569,54,54,54,84,84,4536,2020-05-23,2020-05-28,,,242755,,2,,,
1252730,PurchOrd,,33,569,255,6,0,0,85,85,510,2022-10-04,2022-10-09,,,242756,,99,,,
1252878,PurchOrd,,16,911,201,29,29,0,62,62,1798,2022-04-27,2022-05-02,,,242757,,90,,,
1252924,PurchOrd,,25,875,286,92,92,92,8,8,736,2020-10-28,2020-11-02,,,242758,,68,,,
1252949,PurchOrd,,33,875,620,26,26,26,8,8,208,2021-05-04,2021-05-09,,,242759,,21,,,
1253041,PurchOrd,,16,449,327,88,88,88,10,10,880,2022-09-01,2022-09-06,,,242760,,88,,,
1253079,PurchOrd,,20,685,564,66,66,66,84,84,5544,2021-06-16,2021-06-21,,,242761,,46,,,
1253136,PurchOrd,,31,588,315,16,16,16,54,54,864,2021-07-02,2021-07-07,,,242762,,85,,,
1253193,PurchOrd,,19,449,484,73,73,73,44,44,3212,2021-11-07,2021-11-12,,,242763,,51,,,
1253199,PurchOrd,,11,588,211,27,27,27,97,97,2619,2021-11-28,2021-12-03,,,242764,,25,,,
1253212,PurchOrd,,35,128,668,40,40,40,30,30,1200,2021-10-09,2021-10-14,,,242765,,35,,,
1253333,PurchOrd,,35,407,435,31,31,31,82,82,2542,2022-06-04,2022-06-09,,,242766,,58,,,
1253347,PurchOrd,,25,117,679,10,10,10,85,85,850,2022-04-07,2022-04-12,,,242767,,72,,,
1253420,PurchOrd,,31,449,642,69,69,69,89,89,6141,2021-07-12,2021-07-17,,,242768,,47,,,
1253423,PurchOrd,,22,875,611,13,13,13,5,5,65,2021-07-05,2021-07-10,,,242769,,37,,,
1253448,PurchOrd,,37,911,471,38,38,38,13,13,494,2020-11-09,2020-11-14,,,242770,,54,,,
1253495,PurchOrd,,23,587,410,11,11,11,33,33,363,2022-09-02,2022-09-07,,,242771,,82,,,
1253522,PurchOrd,,25,128,312,98,98,98,1,1,98,2021-08-10,2021-08-15,,,242772,,69,,,
1253639,PurchOrd,,16,407,259,4,0,0,55,55,220,2022-07-19,2022-07-24,,,242773,,97,,,
1253660,PurchOrd,,11,685,493,16,16,16,55,55,880,2021-04-29,2021-05-04,,,242774,,25,,,
1253661,PurchOrd,,14,407,730,87,87,87,3,3,261,2021-10-03,2021-10-08,,,242775,,66,,,
1253695,PurchOrd,,36,407,266,56,56,56,11,11,616,2021-01-29,2021-02-03,,,242776,,50,,,
1253706,PurchOrd,,26,911,271,37,37,37,56,56,2072,2020-02-03,2020-02-08,,,242777,,50,,,
1253718,PurchOrd,,17,587,656,56,56,56,47,47,2632,2020-03-05,2020-03-10,,,242778,,31,,,
1253802,PurchOrd,,31,588,459,15,15,15,49,49,735,2022-07-04,2022-07-09,,,242779,,66,,,
1253828,PurchOrd,,17,911,429,94,94,94,73,73,6862,2020-03-19,2020-03-24,,,242780,,36,,,
1253867,PurchOrd,,11,407,640,19,19,19,93,93,1767,2020-10-29,2020-11-03,,,242781,,11,,,
1253969,PurchOrd,,29,449,707,33,33,33,48,48,1584,2021-09-15,2021-09-20,,,242782,,80,,,
1253995,PurchOrd,,30,875,377,90,90,90,78,78,7020,2021-01-08,2021-01-13,,,242783,,19,,,
1254016,PurchOrd,,16,587,291,40,40,40,42,42,1680,2021-01-16,2021-01-21,,,242784,,63,,,
1254088,PurchOrd,,35,117,546,97,97,97,92,92,8924,2020-07-24,2020-07-29,,,242785,,85,,,
1254150,PurchOrd,,25,407,552,85,85,85,73,73,6205,2020-07-26,2020-07-31,,,242786,,12,,,
1254204,PurchOrd,,36,875,124,69,69,69,47,47,3243,2022-08-24,2022-08-29,,,242787,,56,,,
1254228,PurchOrd,,11,569,46,89,89,89,19,19,1691,2021-12-07,2021-12-12,,,242788,,8,,,
1254270,PurchOrd,,28,587,765,23,23,23,72,72,1656,2021-09-13,2021-09-18,,,242789,,6,,,
1254295,PurchOrd,,28,875,341,100,100,100,12,12,1200,2020-04-13,2020-04-18,,,242790,,38,,,
1254298,PurchOrd,,28,587,641,36,36,36,54,54,1944,2022-02-26,2022-03-03,,,242791,,85,,,
1254332,PurchOrd,,29,128,71,76,76,76,19,19,1444,2020-05-09,2020-05-14,,,242792,,13,,,
1254336,PurchOrd,,33,911,163,97,97,97,55,55,5335,2021-03-16,2021-03-21,,,242793,,69,,,
1254355,PurchOrd,,31,407,769,26,26,26,63,63,1638,2020-09-12,2020-09-17,,,242794,,12,,,
1254397,PurchOrd,,34,587,702,53,53,53,56,56,2968,2022-03-06,2022-03-11,,,242795,,80,,,
1254426,PurchOrd,,16,117,711,18,0,0,46,46,828,2022-04-22,2022-04-27,,,242796,,96,,,
1254439,PurchOrd,,29,685,436,35,35,35,68,68,2380,2021-12-23,2021-12-28,,,242797,,25,,,
1254489,PurchOrd,,33,569,170,40,40,40,99,99,3960,2022-04-02,2022-04-07,,,242798,,39,,,
1254505,PurchOrd,,28,685,446,68,68,68,85,85,5780,2021-01-02,2021-01-07,,,242799,,29,,,
1254515,PurchOrd,,37,449,498,100,100,0,61,61,6100,2022-07-08,2022-07-13,,,242800,,93,,,
1254522,PurchOrd,,16,128,119,67,67,67,98,98,6566,2022-04-27,2022-05-02,,,242801,,20,,,
1254621,PurchOrd,,34,117,276,91,91,91,88,88,8008,2021-11-20,2021-11-25,,,242802,,37,,,
1254627,PurchOrd,,14,587,556,5,5,5,77,77,385,2021-01-24,2021-01-29,,,242803,,17,,,
1254678,PurchOrd,,23,449,765,25,25,25,72,72,1800,2020-06-11,2020-06-16,,,242804,,50,,,
1254703,PurchOrd,,11,911,203,100,100,0,16,16,1600,2022-07-19,2022-07-24,,,242805,,93,,,
1254708,PurchOrd,,32,407,90,1,1,1,82,82,82,2022-09-25,2022-09-30,,,242806,,87,,,
1254742,PurchOrd,,23,449,724,63,63,63,3,3,189,2021-05-03,2021-05-08,,,242807,,48,,,
1254839,PurchOrd,,30,911,644,41,41,41,84,84,3444,2021-06-08,2021-06-13,,,242808,,9,,,
1254871,PurchOrd,,14,685,214,93,0,0,20,20,1860,2022-09-02,2022-09-07,,,242809,,97,,,
1254884,PurchOrd,,24,685,556,64,64,64,77,77,4928,2020-03-31,2020-04-05,,,242810,,71,,,
1254901,PurchOrd,,36,587,57,2,2,2,1,1,2,2021-08-08,2021-08-13,,,242811,,59,,,
1254941,PurchOrd,,26,875,478,27,27,27,69,69,1863,2022-07-30,2022-08-04,,,242812,,69,,,
1254992,PurchOrd,,27,569,515,89,89,0,77,77,6853,2022-08-28,2022-09-02,,,242813,,90,,,
1255013,PurchOrd,,22,875,235,85,0,0,73,73,6205,2022-06-03,2022-06-08,,,242814,,96,,,
1255019,PurchOrd,,29,685,703,72,0,0,35,35,2520,2022-10-12,2022-10-17,,,242815,,95,,,
1255030,PurchOrd,,34,117,771,51,51,51,2,2,102,2021-12-16,2021-12-21,,,242816,,16,,,
1255109,PurchOrd,,23,117,167,75,75,0,81,81,6075,2022-08-29,2022-09-03,,,242817,,92,,,
1255112,PurchOrd,,23,407,137,69,69,69,22,22,1518,2021-06-21,2021-06-26,,,242818,,46,,,
1255125,PurchOrd,,14,588,241,67,67,67,40,40,2680,2021-02-05,2021-02-10,,,242819,,50,,,
1255173,PurchOrd,,18,587,179,86,86,86,17,17,1462,2022-10-15,2022-10-20,,,242820,,87,,,
1255191,PurchOrd,,17,117,212,68,68,68,65,65,4420,2022-02-27,2022-03-04,,,242821,,10,,,
1255283,PurchOrd,,20,407,364,23,0,0,30,30,690,2022-01-10,2022-01-15,,,242822,,98,,,
1255388,PurchOrd,,12,587,699,78,78,78,36,36,2808,2022-04-13,2022-04-18,,,242823,,15,,,
1255399,PurchOrd,,25,569,671,22,22,22,23,23,506,2021-08-12,2021-08-17,,,242824,,23,,,
1255454,PurchOrd,,17,911,737,96,96,96,66,66,6336,2021-10-24,2021-10-29,,,242825,,69,,,
1255480,PurchOrd,,16,128,788,19,0,0,4,4,76,2020-04-08,2020-04-13,,,242826,,95,,,
1255484,PurchOrd,,24,117,92,54,54,54,35,35,1890,2021-04-22,2021-04-27,,,242827,,24,,,
1255551,PurchOrd,,25,911,295,21,21,21,75,75,1575,2021-08-07,2021-08-12,,,242828,,50,,,
1255603,PurchOrd,,17,449,27,53,53,53,60,60,3180,2021-10-28,2021-11-02,,,242829,,40,,,
1255624,PurchOrd,,15,407,120,26,26,0,58,58,1508,2022-07-29,2022-08-03,,,242830,,92,,,
1255682,PurchOrd,,20,128,220,51,51,51,71,71,3621,2022-07-27,2022-08-01,,,242831,,79,,,
1255691,PurchOrd,,24,407,736,93,93,93,65,65,6045,2021-10-01,2021-10-06,,,242832,,8,,,
1255692,PurchOrd,,36,588,626,8,8,8,94,94,752,2022-01-11,2022-01-16,,,242833,,73,,,
1255735,PurchOrd,,26,587,498,60,60,60,61,61,3660,2022-05-28,2022-06-02,,,242834,,27,,,
1255764,PurchOrd,,24,588,682,40,40,0,88,88,3520,2020-02-05,2020-02-10,,,242835,,94,,,
1255787,PurchOrd,,18,911,428,55,55,55,31,31,1705,2021-04-07,2021-04-12,,,242836,,39,,,
1255820,PurchOrd,,23,587,30,0,0,0,43,43,0,2020-08-23,2020-08-28,,,242837,,66,,,
1255858,PurchOrd,,11,685,728,62,62,62,13,13,806,2021-02-01,2021-02-06,,,242838,,31,,,
1255937,PurchOrd,,19,449,590,68,68,0,58,58,3944,2021-05-13,2021-05-18,,,242839,,90,,,
1255958,PurchOrd,,33,587,613,13,13,13,35,35,455,2022-04-10,2022-04-15,,,242840,,38,,,
1255981,PurchOrd,,35,685,321,46,46,46,3,3,138,2021-10-04,2021-10-09,,,242841,,52,,,
1256017,PurchOrd,,15,911,684,59,59,59,3,3,177,2022-08-11,2022-08-16,,,242842,,18,,,
1256028,PurchOrd,,33,407,772,47,47,47,44,44,2068,2022-06-29,2022-07-04,,,242843,,42,,,
1256047,PurchOrd,,26,587,463,52,52,52,59,59,3068,2021-03-22,2021-03-27,,,242844,,6,,,
1256183,PurchOrd,,13,588,618,29,29,29,23,23,667,2020-05-11,2020-05-16,,,242845,,89,,,
1256267,PurchOrd,,29,449,209,52,52,52,32,32,1664,2021-12-07,2021-12-12,,,242846,,41,,,
1256271,PurchOrd,,31,588,344,62,62,62,74,74,4588,2020-05-18,2020-05-23,,,242847,,81,,,
1256368,PurchOrd,,30,587,19,44,44,44,79,79,3476,2021-11-23,2021-11-28,,,242848,,29,,,
1256399,PurchOrd,,13,449,756,48,48,48,95,95,4560,2021-07-13,2021-07-18,,,242849,,2,,,
1256414,PurchOrd,,22,685,149,64,0,0,33,33,2112,2022-09-19,2022-09-24,,,242850,,98,,,
1256519,PurchOrd,,26,911,630,40,40,40,94,94,3760,2021-12-19,2021-12-24,,,242851,,58,,,
1256543,PurchOrd,,24,407,591,30,30,30,36,36,1080,2022-07-20,2022-07-25,,,242852,,71,,,
1256561,PurchOrd,,34,449,598,54,54,54,22,22,1188,2022-02-14,2022-02-19,,,242853,,56,,,
1256594,PurchOrd,,11,449,563,45,0,0,37,37,1665,2021-01-15,2021-01-20,,,242854,,95,,,
1256645,PurchOrd,,30,911,109,78,78,78,10,10,780,2022-08-12,2022-08-17,,,242855,,4,,,
1256668,PurchOrd,,17,875,390,62,62,62,82,82,5084,2022-01-29,2022-02-03,,,242856,,66,,,
1256689,PurchOrd,,25,911,522,61,61,61,30,30,1830,2022-05-09,2022-05-14,,,242857,,79,,,
1256705,PurchOrd,,13,588,339,87,87,87,91,91,7917,2020-03-07,2020-03-12,,,242858,,37,,,
1256710,PurchOrd,,36,117,385,65,65,65,31,31,2015,2021-05-28,2021-06-02,,,242859,,15,,,
1256726,PurchOrd,,22,407,491,25,0,0,17,17,425,2021-10-08,2021-10-13,,,242860,,96,,,
1256856,PurchOrd,,20,128,520,39,39,39,31,31,1209,2022-03-10,2022-03-15,,,242861,,19,,,
1256896,PurchOrd,,33,128,376,49,49,49,69,69,3381,2020-09-19,2020-09-24,,,242862,,14,,,
1256907,PurchOrd,,31,875,199,39,39,39,76,76,2964,2022-02-22,2022-02-27,,,242863,,58,,,
1256912,PurchOrd,,37,128,311,22,22,22,55,55,1210,2022-02-20,2022-02-25,,,242864,,35,,,
1256943,PurchOrd,,16,911,613,81,81,81,35,35,2835,2021-11-17,2021-11-22,,,242865,,40,,,
1257036,PurchOrd,,27,128,369,15,15,15,29,29,435,2022-05-23,2022-05-28,,,242866,,38,,,
1257053,PurchOrd,,35,875,424,23,23,23,95,95,2185,2022-08-27,2022-09-01,,,242867,,84,,,
1257074,PurchOrd,,37,117,90,0,0,0,82,82,0,2020-10-11,2020-10-16,,,242868,,33,,,
1257087,PurchOrd,,26,407,513,60,60,60,30,30,1800,2022-02-07,2022-02-12,,,242869,,60,,,
1257112,PurchOrd,,34,588,284,2,2,2,28,28,56,2020-11-25,2020-11-30,,,242870,,21,,,
1257214,PurchOrd,,33,128,222,40,40,40,47,47,1880,2021-05-11,2021-05-16,,,242871,,55,,,
1257231,PurchOrd,,34,911,584,62,62,62,52,52,3224,2020-04-16,2020-04-21,,,242872,,12,,,
1257260,PurchOrd,,19,875,757,4,0,0,54,54,216,2022-04-22,2022-04-27,,,242873,,96,,,
1257285,PurchOrd,,17,588,192,13,13,13,28,28,364,2021-12-30,2022-01-04,,,242874,,77,,,
1257371,PurchOrd,,23,117,769,14,14,14,63,63,882,2022-04-13,2022-04-18,,,242875,,24,,,
1257391,PurchOrd,,30,911,281,70,70,70,13,13,910,2021-10-02,2021-10-07,,,242876,,50,,,
1257411,PurchOrd,,15,449,701,17,17,17,37,37,629,2020-10-16,2020-10-21,,,242877,,8,,,
1257436,PurchOrd,,26,911,362,20,20,20,39,39,780,2020-07-07,2020-07-12,,,242878,,64,,,
1257449,PurchOrd,,28,569,768,87,87,87,60,60,5220,2020-05-05,2020-05-10,,,242879,,30,,,
1257455,PurchOrd,,35,588,410,54,54,54,33,33,1782,2020-02-25,2020-03-01,,,242880,,77,,,
1257521,PurchOrd,,22,449,32,37,37,37,70,70,2590,2022-09-26,2022-10-01,,,242881,,83,,,
1257529,PurchOrd,,20,587,498,89,89,89,61,61,5429,2021-11-01,2021-11-06,,,242882,,3,,,
1257536,PurchOrd,,27,407,692,56,56,56,43,43,2408,2020-12-04,2020-12-09,,,242883,,70,,,
1257541,PurchOrd,,17,449,461,94,94,94,79,79,7426,2020-04-02,2020-04-07,,,242884,,43,,,
1257559,PurchOrd,,18,875,322,14,14,14,94,94,1316,2022-05-12,2022-05-17,,,242885,,60,,,
1257578,PurchOrd,,17,407,533,51,51,51,52,52,2652,2021-09-05,2021-09-10,,,242886,,7,,,
1257614,PurchOrd,,12,875,541,92,92,92,15,15,1380,2020-11-07,2020-11-12,,,242887,,17,,,
1257615,PurchOrd,,18,685,326,96,96,96,59,59,5664,2020-12-28,2021-01-02,,,242888,,17,,,
1257642,PurchOrd,,11,875,697,77,0,0,44,44,3388,2022-09-20,2022-09-25,,,242889,,96,,,
1257646,PurchOrd,,12,685,655,100,100,100,92,92,9200,2021-09-26,2021-10-01,,,242890,,24,,,
1257801,PurchOrd,,22,449,508,74,74,74,24,24,1776,2022-02-26,2022-03-03,,,242891,,9,,,
1257837,PurchOrd,,12,407,523,12,12,12,7,7,84,2022-03-04,2022-03-09,,,242892,,23,,,
1257883,PurchOrd,,25,588,275,91,91,91,88,88,8008,2022-08-13,2022-08-18,,,242893,,87,,,
1258022,PurchOrd,,24,911,61,92,92,92,85,85,7820,2022-02-05,2022-02-10,,,242894,,60,,,
1258031,PurchOrd,,22,569,704,20,20,20,83,83,1660,2020-06-15,2020-06-20,,,242895,,55,,,
1258065,PurchOrd,,14,117,46,88,88,88,19,19,1672,2022-03-29,2022-04-03,,,242896,,70,,,
1258191,PurchOrd,,30,117,22,75,75,75,71,71,5325,2021-04-01,2021-04-06,,,242897,,20,,,
1258201,PurchOrd,,30,407,187,89,89,89,52,52,4628,2022-06-04,2022-06-09,,,242898,,4,,,
1258256,PurchOrd,,12,911,668,79,79,79,30,30,2370,2020-04-01,2020-04-06,,,242899,,87,,,
1258281,PurchOrd,,11,588,714,56,56,56,59,59,3304,2022-06-11,2022-06-16,,,242900,,61,,,
1258322,PurchOrd,,34,685,421,69,0,0,98,98,6762,2022-10-22,2022-10-27,,,242901,,99,,,
1258344,PurchOrd,,31,569,788,59,59,59,4,4,236,2021-12-10,2021-12-15,,,242902,,40,,,
1258360,PurchOrd,,30,449,614,30,30,30,90,90,2700,2022-01-22,2022-01-27,,,242903,,41,,,
1258384,PurchOrd,,33,587,283,20,20,20,76,76,1520,2022-10-02,2022-10-07,,,242904,,89,,,
1258414,PurchOrd,,33,407,533,67,67,67,52,52,3484,2020-11-29,2020-12-04,,,242905,,50,,,
1258479,PurchOrd,,15,911,377,50,50,50,78,78,3900,2022-05-27,2022-06-01,,,242906,,75,,,
1258507,PurchOrd,,27,128,780,53,53,53,49,49,2597,2021-05-29,2021-06-03,,,242907,,87,,,
1258534,PurchOrd,,28,587,325,56,56,56,23,23,1288,2020-02-23,2020-02-28,,,242908,,53,,,
1258552,PurchOrd,,12,117,530,22,22,22,63,63,1386,2021-01-14,2021-01-19,,,242909,,47,,,
1258560,PurchOrd,,21,685,211,20,20,20,97,97,1940,2020-08-08,2020-08-13,,,242910,,88,,,
1258567,PurchOrd,,30,875,75,36,36,36,2,2,72,2020-03-18,2020-03-23,,,242911,,30,,,
1258644,PurchOrd,,37,569,275,56,56,56,88,88,4928,2020-03-20,2020-03-25,,,242912,,55,,,
1258680,PurchOrd,,12,588,340,15,15,15,91,91,1365,2021-09-20,2021-09-25,,,242913,,63,,,
1258681,PurchOrd,,19,587,89,96,96,96,18,18,1728,2021-09-04,2021-09-09,,,242914,,40,,,
1258682,PurchOrd,,37,587,180,21,21,21,45,45,945,2022-01-22,2022-01-27,,,242915,,89,,,
1258686,PurchOrd,,16,911,739,81,81,81,31,31,2511,2021-04-06,2021-04-11,,,242916,,6,,,
1258900,PurchOrd,,11,449,768,13,13,13,60,60,780,2021-03-12,2021-03-17,,,242917,,31,,,
1258909,PurchOrd,,23,407,675,25,25,0,50,50,1250,2022-08-26,2022-08-31,,,242918,,94,,,
1259045,PurchOrd,,24,569,204,35,35,35,56,56,1960,2021-09-22,2021-09-27,,,242919,,22,,,
1259047,PurchOrd,,25,449,154,81,0,0,36,36,2916,2022-06-17,2022-06-22,,,242920,,99,,,
1259069,PurchOrd,,15,685,357,47,47,47,56,56,2632,2022-07-03,2022-07-08,,,242921,,78,,,
1259131,PurchOrd,,22,685,168,70,70,70,21,21,1470,2020-07-31,2020-08-05,,,242922,,1,,,
1259200,PurchOrd,,17,407,605,67,67,67,60,60,4020,2021-04-29,2021-05-04,,,242923,,62,,,
1259206,PurchOrd,,36,875,555,73,73,73,55,55,4015,2022-02-24,2022-03-01,,,242924,,23,,,
1259215,PurchOrd,,13,875,626,18,18,18,94,94,1692,2022-03-02,2022-03-07,,,242925,,69,,,
1259216,PurchOrd,,32,117,789,64,64,64,70,70,4480,2020-06-12,2020-06-17,,,242926,,66,,,
1259339,PurchOrd,,11,875,132,1,1,1,44,44,44,2021-12-11,2021-12-16,,,242927,,54,,,
1259373,PurchOrd,,19,875,635,92,92,92,23,23,2116,2021-01-27,2021-02-01,,,242928,,83,,,
1259393,PurchOrd,,21,128,163,61,61,61,55,55,3355,2021-11-19,2021-11-24,,,242929,,54,,,
1259428,PurchOrd,,11,449,705,72,72,72,6,6,432,2022-03-24,2022-03-29,,,242930,,4,,,
1259591,PurchOrd,,34,875,426,23,23,23,94,94,2162,2020-08-07,2020-08-12,,,242931,,11,,,
1259595,PurchOrd,,20,117,397,35,35,35,10,10,350,2020-06-05,2020-06-10,,,242932,,30,,,
1259654,PurchOrd,,37,128,491,22,22,22,17,17,374,2021-01-23,2021-01-28,,,242933,,81,,,
1259658,PurchOrd,,29,875,644,16,16,16,84,84,1344,2020-05-23,2020-05-28,,,242934,,2,,,
1259662,PurchOrd,,28,117,651,82,82,82,5,5,410,2021-11-08,2021-11-13,,,242935,,53,,,
1259735,PurchOrd,,32,117,298,5,5,5,65,65,325,2021-03-16,2021-03-21,,,242936,,60,,,
1259777,PurchOrd,,30,587,218,19,19,19,3,3,57,2021-12-09,2021-12-14,,,242937,,68,,,
1259860,PurchOrd,,32,569,576,27,27,27,51,51,1377,2021-11-06,2021-11-11,,,242938,,19,,,
1259861,PurchOrd,,33,117,693,1,1,1,29,29,29,2021-05-20,2021-05-25,,,242939,,30,,,
1259932,PurchOrd,,16,449,627,54,54,54,16,16,864,2020-08-22,2020-08-27,,,242940,,36,,,
1259949,PurchOrd,,23,587,215,57,57,57,47,47,2679,2022-02-22,2022-02-27,,,242941,,29,,,
1259984,PurchOrd,,31,587,215,30,30,30,47,47,1410,2021-06-06,2021-06-11,,,242942,,41,,,
1259995,PurchOrd,,35,128,64,18,18,18,39,39,702,2022-05-08,2022-05-13,,,242943,,6,,,
1260037,PurchOrd,,27,685,275,1,1,1,88,88,88,2021-09-26,2021-10-01,,,242944,,33,,,
1260052,PurchOrd,,22,911,438,45,45,45,71,71,3195,2021-04-24,2021-04-29,,,242945,,80,,,
1260064,PurchOrd,,27,911,210,84,84,84,20,20,1680,2020-03-17,2020-03-22,,,242946,,77,,,
1260072,PurchOrd,,16,407,511,81,81,81,1,1,81,2021-08-10,2021-08-15,,,242947,,79,,,
1260208,PurchOrd,,23,588,772,59,59,59,44,44,2596,2020-08-19,2020-08-24,,,242948,,21,,,
1260213,PurchOrd,,32,407,202,29,0,0,83,83,2407,2022-10-01,2022-10-06,,,242949,,97,,,
1260216,PurchOrd,,25,128,411,59,59,59,1,1,59,2021-10-17,2021-10-22,,,242950,,11,,,
1260219,PurchOrd,,32,407,510,69,69,69,47,47,3243,2022-01-01,2022-01-06,,,242951,,58,,,
1260221,PurchOrd,,34,875,439,24,24,24,66,66,1584,2021-05-30,2021-06-04,,,242952,,65,,,
1260253,PurchOrd,,36,911,246,12,12,12,79,79,948,2020-12-07,2020-12-12,,,242953,,76,,,
1260287,PurchOrd,,11,128,649,1,0,0,12,12,12,2020-07-10,2020-07-15,,,242954,,95,,,
1260295,PurchOrd,,34,875,658,98,98,98,78,78,7644,2021-09-30,2021-10-05,,,242955,,88,,,
1260306,PurchOrd,,22,588,153,25,25,25,97,97,2425,2020-08-19,2020-08-24,,,242956,,77,,,
1260412,PurchOrd,,21,449,654,59,59,59,56,56,3304,2020-07-28,2020-08-02,,,242957,,1,,,
1260432,PurchOrd,,17,588,631,93,93,93,7,7,651,2022-07-02,2022-07-07,,,242958,,79,,,
1260440,PurchOrd,,32,588,159,31,31,0,54,54,1674,2021-06-25,2021-06-30,,,242959,,91,,,
1260464,PurchOrd,,35,911,180,11,11,11,45,45,495,2020-11-05,2020-11-10,,,242960,,86,,,
1260476,PurchOrd,,36,588,375,53,53,0,19,19,1007,2022-09-04,2022-09-09,,,242961,,94,,,
1260478,PurchOrd,,32,685,248,27,27,27,41,41,1107,2020-06-09,2020-06-14,,,242962,,79,,,
1260500,PurchOrd,,34,587,588,24,24,24,47,47,1128,2020-10-18,2020-10-23,,,242963,,79,,,
1260703,PurchOrd,,27,875,521,15,0,0,17,17,255,2021-02-20,2021-02-25,,,242964,,99,,,
1260709,PurchOrd,,20,128,728,81,81,81,13,13,1053,2022-06-30,2022-07-05,,,242965,,81,,,
1260735,PurchOrd,,18,128,444,86,86,86,95,95,8170,2021-10-18,2021-10-23,,,242966,,70,,,
1260768,PurchOrd,,16,117,42,45,45,45,45,45,2025,2021-12-26,2021-12-31,,,242967,,71,,,
1260793,PurchOrd,,17,588,469,6,6,0,10,10,60,2022-09-17,2022-09-22,,,242968,,94,,,
1260816,PurchOrd,,22,685,322,39,39,0,94,94,3666,2020-08-23,2020-08-28,,,242969,,90,,,
1260817,PurchOrd,,17,685,616,77,77,77,68,68,5236,2022-04-07,2022-04-12,,,242970,,4,,,
1260832,PurchOrd,,23,449,636,72,72,72,14,14,1008,2021-11-23,2021-11-28,,,242971,,15,,,
1260887,PurchOrd,,26,128,17,73,0,0,9,9,657,2022-10-11,2022-10-16,,,242972,,97,,,
1260889,PurchOrd,,27,685,62,82,82,82,26,26,2132,2022-05-08,2022-05-13,,,242973,,32,,,
1260906,PurchOrd,,25,449,114,31,31,31,12,12,372,2022-02-16,2022-02-21,,,242974,,18,,,
1260919,PurchOrd,,20,449,160,76,0,0,42,42,3192,2021-09-01,2021-09-06,,,242975,,97,,,
1260924,PurchOrd,,21,587,451,71,71,0,26,26,1846,2021-05-24,2021-05-29,,,242976,,94,,,
1260936,PurchOrd,,20,685,217,65,65,65,47,47,3055,2022-03-26,2022-03-31,,,242977,,22,,,
1261001,PurchOrd,,11,569,400,96,96,96,100,100,9600,2021-05-05,2021-05-10,,,242978,,88,,,
1261024,PurchOrd,,15,911,761,58,58,58,99,99,5742,2020-10-10,2020-10-15,,,242979,,61,,,
1261039,PurchOrd,,28,587,701,79,79,79,37,37,2923,2020-11-10,2020-11-15,,,242980,,21,,,
1261111,PurchOrd,,26,875,281,7,7,7,13,13,91,2022-02-10,2022-02-15,,,242981,,78,,,
1261117,PurchOrd,,27,875,718,70,70,70,68,68,4760,2020-01-29,2020-02-03,,,242982,,62,,,
1261134,PurchOrd,,24,588,113,30,30,0,54,54,1620,2022-10-08,2022-10-13,,,242983,,90,,,
