Transaction,department,EXPENSEACCOUNT,ITEM,QUANTITY,QUANTITYSHIPRECV,QUANTITYBILLED,RATE,rateamount ,netamount ,expectedshipdate ,expectedreceiptdate ,MEMO ,mainline,UNIQUEKEY ,kitmemberof
1137218,20,617,18,35,35,35,100,100,3500,,,,,253164,
1137219,22,889,26,10,10,10,58,58,580,,,,,253165,
1137222,18,108,28,69,69,69,12,12,828,,,,,253166,
1137226,13,568,18,44,0,0,100,100,4400,,,,,253167,
1137228,31,568,15,35,35,35,56,56,1960,,,,,253168,
1137232,15,300,29,10,10,10,18,18,180,,,,,253169,
1137237,20,607,26,82,82,82,58,58,4756,,,,,253170,
1137241,23,889,20,17,17,17,28,28,476,,,,,253171,
1137245,23,889,25,5,5,5,78,78,390,,,,,253172,
1137246,32,617,16,86,86,86,40,40,3440,,,,,253173,
1137248,34,607,26,3,3,3,58,58,174,,,,,253174,
1137251,32,889,26,72,72,72,58,58,4176,,,,,253175,
1137256,27,688,19,21,21,21,44,44,924,,,,,253176,
1137257,13,108,22,11,11,11,8,8,88,,,,,253177,
1137260,19,543,14,96,96,0,57,57,5472,,,,,253178,
1137263,25,607,30,88,88,88,21,21,1848,,,,,253179,
1137268,31,543,26,66,66,66,58,58,3828,,,,,253180,
1137270,28,855,15,39,39,39,56,56,2184,,,,,253181,
1137272,23,607,30,41,41,41,21,21,861,,,,,253182,
1137274,22,607,23,29,29,29,97,97,2813,,,,,253183,
1137276,37,855,25,92,92,92,78,78,7176,,,,,253184,
1137277,16,889,21,33,33,33,20,20,660,,,,,253185,
1137279,15,568,14,85,85,0,57,57,4845,,,,,253186,
1137284,25,568,26,41,0,0,58,58,2378,,,,,253187,
1137288,15,108,24,44,44,44,71,71,3124,,,,,253188,
1137293,37,617,16,17,17,17,40,40,680,,,,,253189,
1137294,12,568,24,30,30,30,71,71,2130,,,,,253190,
1137296,27,855,17,85,85,85,10,10,850,,,,,253191,
1137300,18,607,21,52,52,52,20,20,1040,,,,,253192,
1137301,35,617,22,74,74,74,8,8,592,,,,,253193,
1137303,13,568,14,54,54,54,57,57,3078,,,,,253194,
1137304,21,568,19,44,44,44,44,44,1936,,,,,253195,
1137307,34,607,31,82,82,0,72,72,5904,,,,,253196,
1137308,15,305,29,9,9,9,18,18,162,,,,,253197,
1137312,28,617,16,47,47,47,40,40,1880,,,,,253198,
1137316,27,108,24,79,79,79,71,71,5609,,,,,253199,
1137317,11,889,27,25,25,25,3,3,75,,,,,253200,
1137318,14,607,26,15,15,15,58,58,870,,,,,253201,
1137321,25,543,27,97,97,97,3,3,291,,,,,253202,
1137325,17,568,18,40,40,40,100,100,4000,,,,,253203,
1137328,23,889,27,10,10,10,3,3,30,,,,,253204,
1137331,22,688,15,88,0,0,56,56,4928,,,,,253205,
1137336,21,108,15,21,21,21,56,56,1176,,,,,253206,
1137337,14,300,16,55,55,55,40,40,2200,,,,,253207,
1137338,13,108,19,77,77,77,44,44,3388,,,,,253208,
1137343,28,108,21,41,41,41,20,20,820,,,,,253209,
1137347,28,889,14,40,40,40,57,57,2280,,,,,253210,
1137348,12,543,16,35,35,35,40,40,1400,,,,,253211,
1137353,16,305,30,45,45,45,21,21,945,,,,,253212,
1137356,13,568,28,36,36,36,12,12,432,,,,,253213,
1137357,28,855,26,65,65,65,58,58,3770,,,,,253214,
1137359,21,300,31,17,17,17,72,72,1224,,,,,253215,
1137361,12,543,20,13,13,13,28,28,364,,,,,253216,
1137365,28,568,17,25,25,25,10,10,250,,,,,253217,
1137370,11,889,30,92,92,92,21,21,1932,,,,,253218,
1137371,16,305,15,99,99,99,56,56,5544,,,,,253219,
1137375,32,300,26,30,30,30,58,58,1740,,,,,253220,
1137377,27,855,15,23,23,0,56,56,1288,,,,,253221,
1137382,34,300,27,53,53,53,3,3,159,,,,,253222,
1137385,11,617,15,18,18,18,56,56,1008,,,,,253223,
1137390,26,300,21,82,82,82,20,20,1640,,,,,253224,
1137393,17,543,22,29,29,29,8,8,232,,,,,253225,
1137395,13,300,21,6,6,6,20,20,120,,,,,253226,
1137400,22,889,18,79,79,79,100,100,7900,,,,,253227,
1137402,29,889,20,88,88,88,28,28,2464,,,,,253228,
1137404,29,688,15,70,70,70,56,56,3920,,,,,253229,
1137408,24,108,24,90,90,90,71,71,6390,,,,,253230,
1137412,15,889,18,28,28,28,100,100,2800,,,,,253231,
1137414,14,568,22,100,100,100,8,8,800,,,,,253232,
1137418,19,543,18,95,95,95,100,100,9500,,,,,253233,
1137421,14,617,18,64,64,64,100,100,6400,,,,,253234,
1137425,20,688,27,14,0,0,3,3,42,,,,,253235,
1137429,31,305,18,77,77,77,100,100,7700,,,,,253236,
1137430,16,688,22,88,88,0,8,8,704,,,,,253237,
1137433,14,617,14,68,68,0,57,57,3876,,,,,253238,
1137435,22,688,29,50,50,50,18,18,900,,,,,253239,
1137438,31,688,23,22,22,22,97,97,2134,,,,,253240,
1137439,32,108,16,41,41,41,40,40,1640,,,,,253241,
1137440,25,688,26,3,3,3,58,58,174,,,,,253242,
1137445,26,607,23,17,17,17,97,97,1649,,,,,253243,
1137446,25,617,14,10,10,10,57,57,570,,,,,253244,
1137450,22,889,16,79,79,79,40,40,3160,,,,,253245,
1137451,16,607,15,42,42,42,56,56,2352,,,,,253246,
1137456,24,855,19,67,67,67,44,44,2948,,,,,253247,
1137459,31,617,21,15,15,15,20,20,300,,,,,253248,
1137461,34,305,25,14,14,14,78,78,1092,,,,,253249,
1137466,25,889,26,7,7,7,58,58,406,,,,,253250,
1137468,28,568,30,64,64,0,21,21,1344,,,,,253251,
1137472,20,543,18,34,34,34,100,100,3400,,,,,253252,
1137475,31,889,25,40,40,40,78,78,3120,,,,,253253,
1137480,25,543,24,53,53,53,71,71,3763,,,,,253254,
1137484,36,568,21,94,94,94,20,20,1880,,,,,253255,
1137485,13,688,30,84,84,84,21,21,1764,,,,,253256,
1137488,33,300,24,96,96,96,71,71,6816,,,,,253257,
1137490,28,688,26,87,87,87,58,58,5046,,,,,253258,
1137492,32,305,18,78,78,78,100,100,7800,,,,,253259,
1137494,18,543,15,90,90,90,56,56,5040,,,,,253260,
1137496,30,108,16,41,41,41,40,40,1640,,,,,253261,
1137498,36,543,29,29,0,0,18,18,522,,,,,253262,
1137499,33,617,17,1,1,1,10,10,10,,,,,253263,
1137504,36,108,19,47,47,47,44,44,2068,,,,,253264,
1137506,34,688,17,11,11,11,10,10,110,,,,,253265,
1137508,12,300,17,99,99,99,10,10,990,,,,,253266,
1137512,19,543,28,96,96,96,12,12,1152,,,,,253267,
1137513,12,543,31,67,67,67,72,72,4824,,,,,253268,
1137516,17,607,28,42,42,42,12,12,504,,,,,253269,
1137520,19,607,14,25,25,25,57,57,1425,,,,,253270,
1137521,29,889,25,83,83,83,78,78,6474,,,,,253271,
1137524,17,889,23,70,0,0,97,97,6790,,,,,253272,
1137529,19,607,17,19,19,19,10,10,190,,,,,253273,
1137530,12,300,30,6,6,6,21,21,126,,,,,253274,
1137535,28,617,26,70,70,70,58,58,4060,,,,,253275,
1137539,16,855,22,4,4,4,8,8,32,,,,,253276,
1137543,23,688,15,6,6,6,56,56,336,,,,,253277,
1137548,33,617,30,37,37,37,21,21,777,,,,,253278,
1137550,29,543,21,33,33,33,20,20,660,,,,,253279,
1137552,15,305,24,4,4,4,71,71,284,,,,,253280,
1137553,21,305,18,32,32,32,100,100,3200,,,,,253281,
1137554,37,568,22,100,100,100,8,8,800,,,,,253282,
1137559,21,688,30,100,100,100,21,21,2100,,,,,253283,
1137562,31,108,16,84,84,84,40,40,3360,,,,,253284,
1137564,25,688,27,90,90,90,3,3,270,,,,,253285,
1137565,11,617,19,76,76,76,44,44,3344,,,,,253286,
1137568,17,688,16,90,90,90,40,40,3600,,,,,253287,
1137572,28,688,22,41,41,0,8,8,328,,,,,253288,
1137574,28,617,21,50,50,50,20,20,1000,,,,,253289,
1137578,27,108,16,22,22,22,40,40,880,,,,,253290,
1137579,13,855,20,16,16,16,28,28,448,,,,,253291,
1137584,32,607,14,63,63,63,57,57,3591,,,,,253292,
1137589,11,889,16,57,57,57,40,40,2280,,,,,253293,
1137594,19,108,22,12,12,12,8,8,96,,,,,253294,
1137599,37,568,29,17,17,17,18,18,306,,,,,253295,
1137603,12,300,15,1,1,1,56,56,56,,,,,253296,
1137605,20,568,20,95,95,95,28,28,2660,,,,,253297,
1137609,32,568,25,79,79,79,78,78,6162,,,,,253298,
1137612,16,543,15,40,40,40,56,56,2240,,,,,253299,
1137617,20,568,29,53,53,53,18,18,954,,,,,253300,
1137620,31,108,30,98,98,98,21,21,2058,,,,,253301,
1137621,33,108,15,12,12,12,56,56,672,,,,,253302,
1137625,27,305,25,74,74,74,78,78,5772,,,,,253303,
1137630,19,568,26,41,41,41,58,58,2378,,,,,253304,
1137634,31,568,28,38,38,38,12,12,456,,,,,253305,
1137638,15,617,31,75,75,75,72,72,5400,,,,,253306,
1137642,17,607,25,64,64,64,78,78,4992,,,,,253307,
1137647,36,617,22,0,0,0,8,8,0,,,,,253308,
1137649,18,607,20,26,26,26,28,28,728,,,,,253309,
1137650,32,889,31,71,71,71,72,72,5112,,,,,253310,
1137653,35,688,25,44,44,44,78,78,3432,,,,,253311,
1137655,22,108,18,99,99,99,100,100,9900,,,,,253312,
1137659,16,543,18,54,54,54,100,100,5400,,,,,253313,
1137662,23,568,24,100,100,0,71,71,7100,,,,,253314,
1137663,12,855,23,41,41,41,97,97,3977,,,,,253315,
1137664,15,543,27,51,51,51,3,3,153,,,,,253316,
1137667,35,543,27,48,48,48,3,3,144,,,,,253317,
1137669,22,855,23,11,11,11,97,97,1067,,,,,253318,
1137673,33,617,23,42,42,42,97,97,4074,,,,,253319,
1137677,21,607,28,87,87,87,12,12,1044,,,,,253320,
1137681,33,108,17,51,51,51,10,10,510,,,,,253321,
1137684,22,688,29,75,75,75,18,18,1350,,,,,253322,
1137687,12,889,18,13,13,13,100,100,1300,,,,,253323,
1137690,33,889,25,85,85,85,78,78,6630,,,,,253324,
1137693,33,855,30,97,97,97,21,21,2037,,,,,253325,
1137697,15,543,29,50,50,50,18,18,900,,,,,253326,
1137702,11,108,31,52,52,52,72,72,3744,,,,,253327,
1137705,33,108,30,82,82,0,21,21,1722,,,,,253328,
1137709,14,889,17,15,15,15,10,10,150,,,,,253329,
1137710,35,543,30,13,13,13,21,21,273,,,,,253330,
1137713,14,617,19,88,88,88,44,44,3872,,,,,253331,
1137716,11,305,19,25,25,25,44,44,1100,,,,,253332,
1137719,34,305,28,18,18,18,12,12,216,,,,,253333,
1137724,25,108,29,36,36,36,18,18,648,,,,,253334,
1137727,30,300,15,46,46,46,56,56,2576,,,,,253335,
1137729,26,889,22,5,5,5,8,8,40,,,,,253336,
1137732,31,617,26,5,5,5,58,58,290,,,,,253337,
1137735,37,617,21,37,37,37,20,20,740,,,,,253338,
1137737,17,855,22,78,78,78,8,8,624,,,,,253339,
1137742,26,568,25,83,83,83,78,78,6474,,,,,253340,
1137743,20,889,31,35,35,35,72,72,2520,,,,,253341,
1137748,32,889,27,63,63,63,3,3,189,,,,,253342,
1137749,23,305,14,14,14,14,57,57,798,,,,,253343,
1137754,13,688,20,51,51,51,28,28,1428,,,,,253344,
1137759,25,855,16,47,47,47,40,40,1880,,,,,253345,
1137762,34,607,26,52,52,52,58,58,3016,,,,,253346,
1137767,20,688,22,34,34,34,8,8,272,,,,,253347,
1137769,36,855,29,20,20,20,18,18,360,,,,,253348,
1137771,36,889,30,37,37,37,21,21,777,,,,,253349,
1137773,32,568,15,40,40,40,56,56,2240,,,,,253350,
1137774,22,568,14,25,25,25,57,57,1425,,,,,253351,
1137779,25,305,25,79,79,79,78,78,6162,,,,,253352,
1137784,34,543,26,99,0,0,58,58,5742,,,,,253353,
1137787,20,617,25,5,5,5,78,78,390,,,,,253354,
1137792,21,607,29,53,53,0,18,18,954,,,,,253355,
1137797,16,607,30,10,10,10,21,21,210,,,,,253356,
1137802,31,688,14,90,90,90,57,57,5130,,,,,253357,
1137803,28,108,24,73,73,73,71,71,5183,,,,,253358,
1137806,24,607,27,53,53,53,3,3,159,,,,,253359,
1137807,14,568,26,25,25,25,58,58,1450,,,,,253360,
1137811,34,568,30,10,10,10,21,21,210,,,,,253361,
1137813,18,305,22,88,88,88,8,8,704,,,,,253362,
1137818,29,543,22,62,62,62,8,8,496,,,,,253363,
1137820,35,855,19,64,64,64,44,44,2816,,,,,253364,
1137821,21,300,20,52,52,52,28,28,1456,,,,,253365,
1137823,15,688,27,11,11,11,3,3,33,,,,,253366,
1137827,35,889,18,0,0,0,100,100,0,,,,,253367,
1137829,25,855,21,58,58,58,20,20,1160,,,,,253368,
1137833,16,688,18,60,60,60,100,100,6000,,,,,253369,
1137835,33,108,19,67,67,67,44,44,2948,,,,,253370,
1137836,20,607,30,78,78,78,21,21,1638,,,,,253371,
1137841,32,108,18,30,30,30,100,100,3000,,,,,253372,
1137843,36,568,16,2,2,2,40,40,80,,,,,253373,
1137847,22,305,14,31,31,31,57,57,1767,,,,,253374,
1137850,19,617,16,68,68,68,40,40,2720,,,,,253375,
1137855,23,108,18,56,56,56,100,100,5600,,,,,253376,
1137856,29,108,30,62,62,62,21,21,1302,,,,,253377,
1137858,25,108,25,44,44,44,78,78,3432,,,,,253378,
1137859,25,688,22,28,28,28,8,8,224,,,,,253379,
1137860,29,543,29,44,44,44,18,18,792,,,,,253380,
1137862,12,300,24,50,0,0,71,71,3550,,,,,253381,
1137865,16,108,25,59,59,59,78,78,4602,,,,,253382,
1137867,33,688,27,47,47,47,3,3,141,,,,,253383,
1137871,11,300,17,16,16,16,10,10,160,,,,,253384,
1137873,33,617,29,0,0,0,18,18,0,,,,,253385,
1137875,34,300,21,60,60,60,20,20,1200,,,,,253386,
1137876,15,617,30,19,0,0,21,21,399,,,,,253387,
1137879,12,543,14,89,0,0,57,57,5073,,,,,253388,
1137884,30,300,24,33,33,33,71,71,2343,,,,,253389,
1137889,11,889,15,7,7,7,56,56,392,,,,,253390,
1137892,19,855,18,78,78,78,100,100,7800,,,,,253391,
1137896,28,543,28,10,10,10,12,12,120,,,,,253392,
1137898,15,568,26,10,10,10,58,58,580,,,,,253393,
1137901,24,300,27,20,20,20,3,3,60,,,,,253394,
1137902,20,607,23,80,80,80,97,97,7760,,,,,253395,
1137907,13,305,17,45,45,0,10,10,450,,,,,253396,
1137912,24,607,25,94,0,0,78,78,7332,,,,,253397,
1137915,14,855,31,81,81,0,72,72,5832,,,,,253398,
1137919,36,300,21,76,76,76,20,20,1520,,,,,253399,
1137924,18,305,22,53,53,53,8,8,424,,,,,253400,
1137928,12,305,24,48,48,48,71,71,3408,,,,,253401,
1137930,18,543,30,24,24,24,21,21,504,,,,,253402,
1137931,23,300,27,64,64,64,3,3,192,,,,,253403,
1137934,13,300,16,39,39,39,40,40,1560,,,,,253404,
1137938,26,305,29,50,50,50,18,18,900,,,,,253405,
1137941,31,889,23,29,29,29,97,97,2813,,,,,253406,
1137942,28,300,17,94,94,94,10,10,940,,,,,253407,
1137945,11,305,21,19,19,19,20,20,380,,,,,253408,
1137948,14,688,16,46,46,46,40,40,1840,,,,,253409,
1137949,21,688,24,61,61,61,71,71,4331,,,,,253410,
1137953,35,889,31,67,0,0,72,72,4824,,,,,253411,
1137957,23,855,21,45,45,45,20,20,900,,,,,253412,
1137962,20,688,21,88,88,88,20,20,1760,,,,,253413,
1137963,30,568,18,20,20,20,100,100,2000,,,,,253414,
1137964,28,568,15,78,78,78,56,56,4368,,,,,253415,
1137967,20,300,20,39,39,39,28,28,1092,,,,,253416,
1137971,37,543,15,72,72,72,56,56,4032,,,,,253417,
1137974,36,568,29,14,14,14,18,18,252,,,,,253418,
1137975,15,617,28,83,83,0,12,12,996,,,,,253419,
1137978,31,543,21,74,74,74,20,20,1480,,,,,253420,
1137981,32,889,15,28,0,0,56,56,1568,,,,,253421,
1137984,22,300,30,32,32,32,21,21,672,,,,,253422,
1137989,12,568,29,49,49,49,18,18,882,,,,,253423,
1137994,27,543,30,19,19,0,21,21,399,,,,,253424,
1137997,35,543,23,89,89,89,97,97,8633,,,,,253425,
1137998,16,568,14,63,63,63,57,57,3591,,,,,253426,
1138000,14,855,28,15,15,15,12,12,180,,,,,253427,
1138004,29,305,20,56,56,56,28,28,1568,,,,,253428,
1138005,25,108,16,3,3,3,40,40,120,,,,,253429,
1138009,12,300,23,91,91,91,97,97,8827,,,,,253430,
1138010,36,855,17,81,81,81,10,10,810,,,,,253431,
1138014,22,300,28,66,66,66,12,12,792,,,,,253432,
1138015,25,300,27,26,26,26,3,3,78,,,,,253433,
1138018,28,108,24,30,30,30,71,71,2130,,,,,253434,
1138020,16,108,24,91,91,91,71,71,6461,,,,,253435,
1138023,13,607,14,6,6,6,57,57,342,,,,,253436,
1138025,32,543,20,99,99,99,28,28,2772,,,,,253437,
1138028,34,305,23,88,88,88,97,97,8536,,,,,253438,
1138029,31,855,16,44,44,44,40,40,1760,,,,,253439,
1138031,23,607,30,8,8,8,21,21,168,,,,,253440,
1138035,28,305,24,2,2,2,71,71,142,,,,,253441,
1138039,34,108,21,94,0,0,20,20,1880,,,,,253442,
1138042,14,300,25,6,0,0,78,78,468,,,,,253443,
1138043,12,607,23,84,84,84,97,97,8148,,,,,253444,
1138044,16,305,25,60,60,60,78,78,4680,,,,,253445,
1138046,36,300,16,69,69,69,40,40,2760,,,,,253446,
1138050,36,855,31,48,48,48,72,72,3456,,,,,253447,
1138052,17,305,26,92,92,92,58,58,5336,,,,,253448,
1138056,26,300,27,33,33,33,3,3,99,,,,,253449,
1138061,26,305,21,71,71,71,20,20,1420,,,,,253450,
1138064,15,543,17,12,12,12,10,10,120,,,,,253451,
1138069,26,300,29,2,2,2,18,18,36,,,,,253452,
1138073,11,855,28,43,43,43,12,12,516,,,,,253453,
1138078,19,300,21,93,93,93,20,20,1860,,,,,253454,
1138080,16,108,29,74,74,74,18,18,1332,,,,,253455,
1138083,17,889,23,1,1,1,97,97,97,,,,,253456,
1138088,29,300,29,99,99,99,18,18,1782,,,,,253457,
1138092,37,305,20,33,33,33,28,28,924,,,,,253458,
1138094,27,855,26,96,96,96,58,58,5568,,,,,253459,
1138099,26,688,14,75,75,75,57,57,4275,,,,,253460,
1138102,18,568,15,27,27,0,56,56,1512,,,,,253461,
1138107,34,568,24,15,15,15,71,71,1065,,,,,253462,
1138108,19,300,27,77,77,77,3,3,231,,,,,253463,
1138110,25,607,29,57,57,57,18,18,1026,,,,,253464,
1138112,22,300,29,42,0,0,18,18,756,,,,,253465,
1138117,16,688,25,58,58,58,78,78,4524,,,,,253466,
1138118,23,305,31,42,42,42,72,72,3024,,,,,253467,
1138120,31,300,26,61,61,61,58,58,3538,,,,,253468,
1138125,27,300,21,13,13,13,20,20,260,,,,,253469,
1138126,19,108,17,54,54,0,10,10,540,,,,,253470,
1138128,28,300,31,12,12,12,72,72,864,,,,,253471,
1138129,37,568,25,60,60,60,78,78,4680,,,,,253472,
1138132,21,300,30,9,9,9,21,21,189,,,,,253473,
1138135,11,855,16,89,89,89,40,40,3560,,,,,253474,
1138138,14,568,25,50,50,50,78,78,3900,,,,,253475,
1138142,22,568,20,6,6,6,28,28,168,,,,,253476,
1138146,27,300,19,37,37,37,44,44,1628,,,,,253477,
1138148,12,305,15,37,37,37,56,56,2072,,,,,253478,
1138150,16,607,20,52,52,52,28,28,1456,,,,,253479,
1138152,23,607,20,26,26,26,28,28,728,,,,,253480,
1138153,35,607,23,12,12,12,97,97,1164,,,,,253481,
1138155,20,305,21,9,9,9,20,20,180,,,,,253482,
1138156,24,855,16,55,55,55,40,40,2200,,,,,253483,
1138160,36,543,14,57,57,57,57,57,3249,,,,,253484,
1138164,13,305,23,91,91,91,97,97,8827,,,,,253485,
1138167,30,889,25,54,54,54,78,78,4212,,,,,253486,
1138172,23,688,31,83,0,0,72,72,5976,,,,,253487,
1138173,25,688,25,98,98,98,78,78,7644,,,,,253488,
1138177,33,543,23,65,65,65,97,97,6305,,,,,253489,
1138182,14,568,22,69,69,69,8,8,552,,,,,253490,
1138186,26,617,17,9,9,9,10,10,90,,,,,253491,
1138191,29,108,29,30,30,30,18,18,540,,,,,253492,
1138193,35,305,17,44,44,44,10,10,440,,,,,253493,
1138196,34,543,31,58,58,58,72,72,4176,,,,,253494,
1138198,21,688,22,8,0,0,8,8,64,,,,,253495,
1138199,28,617,14,82,82,82,57,57,4674,,,,,253496,
1138202,30,617,18,58,58,58,100,100,5800,,,,,253497,
1138204,12,300,16,50,50,50,40,40,2000,,,,,253498,
1138205,28,300,28,35,35,35,12,12,420,,,,,253499,
1138208,11,617,16,93,93,93,40,40,3720,,,,,253500,
1138210,19,688,27,76,76,76,3,3,228,,,,,253501,
1138215,18,617,28,46,0,0,12,12,552,,,,,253502,
1138220,18,568,25,49,49,49,78,78,3822,,,,,253503,
1138221,23,889,19,5,5,5,44,44,220,,,,,253504,
1138226,13,617,24,0,0,0,71,71,0,,,,,253505,
1138231,28,607,25,66,0,0,78,78,5148,,,,,253506,
1138236,15,305,21,63,63,63,20,20,1260,,,,,253507,
1138237,29,108,26,8,8,8,58,58,464,,,,,253508,
1138241,22,617,21,5,5,5,20,20,100,,,,,253509,
1138242,16,300,16,10,10,10,40,40,400,,,,,253510,
1138245,23,889,19,85,85,85,44,44,3740,,,,,253511,
1138250,20,305,21,35,35,35,20,20,700,,,,,253512,
1138255,15,617,29,97,97,97,18,18,1746,,,,,253513,
1138257,25,889,17,53,53,53,10,10,530,,,,,253514,
1138260,29,855,25,38,38,38,78,78,2964,,,,,253515,
1138262,26,568,23,70,0,0,97,97,6790,,,,,253516,
1138264,19,300,14,56,56,56,57,57,3192,,,,,253517,
1138267,34,607,21,5,5,5,20,20,100,,,,,253518,
1138271,12,305,21,53,53,53,20,20,1060,,,,,253519,
1138272,28,889,15,43,43,43,56,56,2408,,,,,253520,
1138275,26,108,21,61,61,61,20,20,1220,,,,,253521,
1138278,25,108,22,74,74,74,8,8,592,,,,,253522,
1138279,19,108,21,3,3,3,20,20,60,,,,,253523,
1138283,35,108,30,75,75,75,21,21,1575,,,,,253524,
1138285,37,108,23,51,51,51,97,97,4947,,,,,253525,
1138289,29,607,31,98,98,98,72,72,7056,,,,,253526,
1138292,34,305,21,93,93,93,20,20,1860,,,,,253527,
1138297,12,108,25,65,65,65,78,78,5070,,,,,253528,
1138298,19,688,18,57,57,57,100,100,5700,,,,,253529,
1138303,17,305,23,96,96,96,97,97,9312,,,,,253530,
1138306,22,305,22,67,67,67,8,8,536,,,,,253531,
1138307,34,617,26,55,55,55,58,58,3190,,,,,253532,
1138311,14,688,29,11,11,11,18,18,198,,,,,253533,
1138312,34,617,26,27,27,27,58,58,1566,,,,,253534,
1138315,22,300,22,64,64,64,8,8,512,,,,,253535,
1138318,17,300,28,78,78,78,12,12,936,,,,,253536,
1138321,30,607,22,29,29,29,8,8,232,,,,,253537,
1138323,24,607,30,3,3,3,21,21,63,,,,,253538,
1138326,24,607,23,80,80,80,97,97,7760,,,,,253539,
1138329,35,568,24,82,82,82,71,71,5822,,,,,253540,
1138333,18,889,15,74,74,74,56,56,4144,,,,,253541,
1138334,15,568,15,55,55,55,56,56,3080,,,,,253542,
1138338,33,305,18,25,25,25,100,100,2500,,,,,253543,
1138341,30,108,21,96,96,96,20,20,1920,,,,,253544,
1138346,23,305,25,7,7,7,78,78,546,,,,,253545,
1138349,20,607,26,1,1,1,58,58,58,,,,,253546,
1138354,34,617,16,17,17,17,40,40,680,,,,,253547,
1138356,37,568,20,69,69,69,28,28,1932,,,,,253548,
1138357,34,855,18,74,74,74,100,100,7400,,,,,253549,
1138359,22,568,21,66,66,66,20,20,1320,,,,,253550,
1138362,37,568,27,83,83,83,3,3,249,,,,,253551,
1138363,23,889,18,33,33,33,100,100,3300,,,,,253552,
1138365,17,305,30,57,57,57,21,21,1197,,,,,253553,
1138366,19,568,16,27,27,27,40,40,1080,,,,,253554,
1138371,24,889,17,86,86,86,10,10,860,,,,,253555,
1138374,32,617,19,98,98,98,44,44,4312,,,,,253556,
1138375,11,568,14,15,15,15,57,57,855,,,,,253557,
1138376,26,889,22,47,47,47,8,8,376,,,,,253558,
1138378,26,617,28,32,32,32,12,12,384,,,,,253559,
1138382,14,617,23,7,7,7,97,97,679,,,,,253560,
1138385,27,300,25,100,100,100,78,78,7800,,,,,253561,
1138388,21,607,31,84,84,84,72,72,6048,,,,,253562,
1138389,30,300,20,60,60,60,28,28,1680,,,,,253563,
1138392,22,568,24,35,35,0,71,71,2485,,,,,253564,
1138395,33,607,16,28,28,28,40,40,1120,,,,,253565,
1138397,18,688,17,19,19,19,10,10,190,,,,,253566,
1138400,34,568,25,14,0,0,78,78,1092,,,,,253567,
1138402,17,108,31,84,84,84,72,72,6048,,,,,253568,
1138404,17,889,15,84,84,84,56,56,4704,,,,,253569,
1138406,36,305,27,89,89,89,3,3,267,,,,,253570,
1138410,27,305,28,85,0,0,12,12,1020,,,,,253571,
1138414,29,617,26,25,25,25,58,58,1450,,,,,253572,
1138419,21,855,15,51,0,0,56,56,2856,,,,,253573,
1138424,16,568,22,62,62,62,8,8,496,,,,,253574,
1138427,22,688,27,85,85,85,3,3,255,,,,,253575,
1138432,24,855,14,49,49,49,57,57,2793,,,,,253576,
1138437,31,688,22,86,86,86,8,8,688,,,,,253577,
1138439,19,607,22,92,92,92,8,8,736,,,,,253578,
1138442,16,607,16,44,44,44,40,40,1760,,,,,253579,
1138444,32,889,14,61,61,61,57,57,3477,,,,,253580,
1138447,30,568,19,40,40,40,44,44,1760,,,,,253581,
1138450,14,889,27,76,76,76,3,3,228,,,,,253582,
1138455,35,305,20,73,73,73,28,28,2044,,,,,253583,
1138457,13,607,20,11,11,11,28,28,308,,,,,253584,
1138460,16,688,15,31,31,31,56,56,1736,,,,,253585,
1138464,37,688,29,71,71,71,18,18,1278,,,,,253586,
1138467,13,617,28,70,70,70,12,12,840,,,,,253587,
1138471,34,617,25,41,41,41,78,78,3198,,,,,253588,
1138472,32,617,24,23,23,23,71,71,1633,,,,,253589,
1138473,24,688,18,49,49,0,100,100,4900,,,,,253590,
1138475,20,855,21,36,36,36,20,20,720,,,,,253591,
1138476,35,889,29,45,45,45,18,18,810,,,,,253592,
1138479,27,607,30,16,16,16,21,21,336,,,,,253593,
1138482,30,108,31,7,7,7,72,72,504,,,,,253594,
1138485,28,607,17,56,56,56,10,10,560,,,,,253595,
1138487,35,889,15,63,63,63,56,56,3528,,,,,253596,
1138489,16,855,31,64,64,64,72,72,4608,,,,,253597,
1138494,24,543,21,50,50,50,20,20,1000,,,,,253598,
1138499,33,568,24,94,94,94,71,71,6674,,,,,253599,
1138500,32,607,29,20,20,20,18,18,360,,,,,253600,
1138501,27,617,16,50,0,0,40,40,2000,,,,,253601,
1138504,35,568,18,40,40,40,100,100,4000,,,,,253602,
1138506,21,889,27,63,63,63,3,3,189,,,,,253603,
1138508,19,688,29,62,62,62,18,18,1116,,,,,253604,
1138513,35,305,29,60,60,60,18,18,1080,,,,,253605,
1138518,22,617,27,21,0,0,3,3,63,,,,,253606,
1138522,26,108,26,68,68,68,58,58,3944,,,,,253607,
1138527,24,889,25,56,56,56,78,78,4368,,,,,253608,
1138530,32,617,25,84,84,84,78,78,6552,,,,,253609,
1138534,23,889,28,82,82,82,12,12,984,,,,,253610,
1138536,18,300,20,84,84,84,28,28,2352,,,,,253611,
1138539,27,855,28,35,35,35,12,12,420,,,,,253612,
1138542,24,305,29,72,72,72,18,18,1296,,,,,253613,
1138544,18,305,14,34,34,34,57,57,1938,,,,,253614,
1138546,34,108,25,38,38,38,78,78,2964,,,,,253615,
1138550,33,300,30,43,43,43,21,21,903,,,,,253616,
